Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
Luciano Cabral;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;29;24;2,124;236;5;4;9;5;0;0;1;0;21;17;38;21;38;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;5;40;12;300;169;51;13;42;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;0;12;0;0;0;0;0;0;0;0;0;0;11;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;29;2,124;73;787;236;24;81;8;5;34;0;152;38;30;8;34;143;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;27;1995;236;1;0;0;19;67;3;30;11;12;0;0;0
Gabriel Hachen;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;24;12;1,183;131;2;5;7;2;0;0;3;0;15;38;53;15;53;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;2;33;8;242;251;61;6;25;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;0;15;0;0;0;0;0;0;0;0;0;0;4;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;24;1,183;49;438;131;12;76;3;12;23;1;113;13;27;-14;-107;-148;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;32;1990;131;3;0;0;8;24;0;36;4;15;0;0;0
Fernando Juárez;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;20;19;1,634;182;0;0;0;0;0;0;12;1;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;20;3;150;110;17;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;27;0;0;0;0;0;0;0;0;0;0;42;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;20;1,634;82;605;182;19;85;13;1;27;0;105;21;22;-1;-6;45;ar ARG;MF;Audax Italiano;Primera Division Chile;24;1998;182;12;1;0;33;44;0;13;42;27;0;0;0
Javier Parraguez;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;18;7;777;86;4;5;9;4;0;0;1;1;46;58;104;46;104;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;4;19;9;474;220;104;21;44;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;0;3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;18;777;43;288;86;7;68;2;11;28;0;139;17;14;3;35;44;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;33;1989;86;1;1;0;8;3;8;8;4;3;0;0;0
Cristián Zavala;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;26;20;1,801;200;1;8;9;1;0;0;8;0;5;40;45;5;45;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;1;29;12;414;145;60;3;8;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;0;20;0;0;0;0;0;0;0;0;0;0;17;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;26;1,801;69;667;200;20;80;7;6;35;0;77;23;36;-13;-65;85;cl CHI;MF,FW;Curico Unido;Primera Division Chile;23;1999;200;8;0;0;13;30;4;129;17;20;0;0;0
Matías Campos López;cl CHI;FW;Everton;Primera Division Chile;31;1991;29;21;1,819;202;7;2;9;7;0;0;3;0;35;10;45;35;45;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;7;58;28;483;287;139;12;25;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;0;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Everton;Primera Division Chile;31;1991;29;1,819;63;674;202;21;78;9;8;22;1;145;29;26;3;15;15;cl CHI;FW;Everton;Primera Division Chile;31;1991;202;3;0;0;39;22;6;20;3;8;0;0;0
Maximiliano Rodríguez;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;28;24;2,027;225;7;2;9;7;0;0;3;0;31;9;40;31;40;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;7;53;24;453;235;107;13;29;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;0;9;0;0;0;0;0;0;0;0;0;0;7;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;28;2,027;72;751;225;24;80;6;4;25;0;182;37;19;18;80;80;cl CHI;FW;Huachipato;Primera Division Chile;22;2000;225;3;0;0;37;33;7;14;7;9;0;0;0
César Pérez;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;27;24;2,09;232;6;3;9;5;1;2;7;0;26;13;39;22;34;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;6;38;18;474;164;78;13;28;0;1;2;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;0;28;0;0;0;0;0;0;0;0;0;0;18;0;0;0;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;27;2,09;77;774;232;24;84;15;3;26;0;137;31;28;3;13;42;cl CHI;MF,FW;La Calera;Primera Division Chile;20;2002;232;7;0;0;33;31;0;40;18;28;0;0;0
Matías Marín;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;16;16;1,363;151;6;3;9;6;0;0;2;0;40;20;59;40;59;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;6;43;16;372;284;106;14;38;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;0;27;0;0;0;0;0;0;0;0;0;0;8;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;16;1,363;85;505;151;16;85;8;0;0;0;125;18;16;2;13;40;cl CHI;MF;O'Higgins;Primera Division Chile;23;1999;151;2;0;0;13;15;0;101;8;27;0;0;0
Isaac Díaz;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;23;19;1,445;161;6;2;8;4;2;2;8;2;37;12;50;25;37;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;6;37;12;324;230;75;11;33;0;2;2;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;0;7;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;23;1,445;63;535;161;19;71;3;4;25;1;130;20;20;0;0;93;cl CHI;FW,MF;Deportes Copiapó;Primera Division Chile;32;1990;161;8;2;1;47;41;5;7;4;7;0;0;0
Alessandro Riep;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;10;5;475;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;11;3;273;208;57;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;10;475;48;176;53;5;75;1;5;20;0;70;6;8;-2;-38;-18;0;MF,FW;Audax Italiano;Primera Division Chile;0;0;53;0;0;0;4;9;0;10;0;10;0;0;0
Gonzalo Ríos;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;24;18;1,424;158;8;2;10;8;0;0;2;0;51;13;63;51;63;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;8;38;16;421;240;101;21;50;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;0;16;0;0;0;0;0;0;0;0;0;0;11;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;24;1,424;59;527;158;18;72;2;6;21;0;117;20;25;-5;-32;-17;ar ARG;MF,FW;Audax Italiano;Primera Division Chile;24;1999;158;2;0;0;14;21;2;30;11;16;0;0;0
Luis Riveros;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;16;11;959;107;2;0;2;2;0;0;3;0;19;0;19;19;19;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;2;21;8;381;197;75;10;25;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;16;959;60;355;107;11;77;3;5;22;0;119;16;11;5;47;109;py PAR;FW;Audax Italiano;Primera Division Chile;24;1998;107;3;0;0;16;10;8;22;1;11;0;0;0
Bryan Carrasco;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;30;23;2,112;235;5;3;8;2;3;3;4;0;21;13;34;9;21;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;5;35;15;429;149;64;6;13;0;3;3;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;0;23;0;0;0;0;0;0;0;0;0;0;16;0;0;0;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;30;2,112;70;782;235;23;82;10;7;33;0;163;31;31;0;0;-92;cl CHI;MF,FW;Palestino;Primera Division Chile;32;1991;235;4;0;0;19;29;11;166;16;23;0;0;0
Cristián Cuevas;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;28;19;1,782;198;2;6;8;2;0;0;8;0;10;30;40;10;40;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;2;19;8;421;96;40;11;25;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;0;34;0;0;0;0;0;0;0;0;0;0;26;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;28;1,782;64;660;198;19;81;9;9;28;0;129;32;25;7;35;55;cl CHI;MF,DF;Univ Católica;Primera Division Chile;27;1995;198;8;0;0;43;57;2;62;26;34;0;0;0
Gonzalo Sosa;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;26;25;2,199;244;10;3;13;6;4;5;6;1;41;12;53;25;37;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;10;72;24;333;295;98;8;25;0;4;5;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;26;2,199;85;814;244;25;87;21;1;24;0;119;27;32;-5;-20;15;ar ARG;FW;Audax Italiano;Primera Division Chile;34;1989;244;6;1;1;48;36;26;9;5;5;0;0;0
Leandro Benegas;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;25;14;1,095;122;6;1;7;5;1;1;3;0;49;8;58;41;49;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;6;40;15;375;329;123;13;33;0;1;1;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;25;1,095;44;406;122;14;65;3;11;16;1;192;17;14;3;25;-48;cl CHI;FW;Colo-Colo;Primera Division Chile;34;1988;122;3;0;0;15;8;13;11;2;7;0;0;0
Juan Cornejo;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;29;29;2,609;290;0;7;7;0;0;0;7;0;0;24;24;0;24;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;13;1;77;45;3;0;0;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;32;0;0;0;0;0;0;0;0;0;0;40;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;29;2,609;90;966;290;29;90;28;0;0;0;162;45;38;7;24;618;cl CHI;DF;Coquimbo Unido;Primera Division Chile;32;1990;290;7;0;0;16;21;0;144;40;32;0;0;1
Rubén Farfán;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;27;25;2,118;235;4;3;7;4;0;0;6;0;17;13;30;17;30;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;4;40;16;400;170;68;10;25;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;0;0;0;0;0;0;199;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;0;23;0;0;0;0;0;0;0;0;0;0;10;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;27;2,118;78;784;235;25;83;11;2;28;0;152;32;30;2;8;24;cl CHI;MF,FW;Coquimbo Unido;Primera Division Chile;31;1991;235;6;0;0;25;19;14;199;10;23;0;0;0
Alejandro Camargo;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;29;29;2,564;285;5;2;7;5;0;0;5;0;18;7;25;18;25;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;5;35;7;200;123;25;14;71;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;0;32;0;0;0;0;0;0;0;0;0;0;38;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;29;2,564;88;950;285;29;88;26;0;0;0;183;50;38;12;42;-289;ar ARG;MF;Cobresal;Primera Division Chile;33;1989;285;5;0;0;34;44;3;10;38;32;0;0;0
